player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,gls.1,ast.1,g+a.1,g-pk.1,g+a-pk,matches,team_name,season,team_id
Osman Júnior,br BRA,FW,27.0,6,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Guilherme Silva Nogueira,br BRA,GK,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Igor Maduro,br BRA,MF,18.0,2,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Pedrinho,br BRA,FW,17.0,6,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Danrley,br BRA,MF,18.0,5,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Papa Faye,sn SEN,FW,23.0,3,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Léo Naldi,br BRA,MF,18.0,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Jean Carlos,br BRA,MF,17.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Thiago Lopes,br BRA,DF,17.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Leo,br BRA,DF,19.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ponte_preta,2020,SHwOT7kKPpon
Leonardo Henrique,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,ponte_preta,2020,SHwOT7kKPpon
Luan,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,ponte_preta,2020,SHwOT7kKPpon
Pedro,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,Matches,ponte_preta,2020,SHwOT7kKPpon
Bonfim,br BRA,DF,28.0,30,30,2617.0,29.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,operario,2020,o5ugNKLh5ope
Sávio,br BRA,DF,23.0,28,26,2308.0,25.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,operario,2020,o5ugNKLh5ope
Ricardo Silva,br BRA,DF,27.0,26,26,2135.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Marcelo,br BRA,MF,31.0,28,25,2075.0,23.1,2.0,7.0,9.0,2.0,0.0,0.0,5.0,0.0,0.09,0.3,0.39,0.09,0.39,Matches,operario,2020,o5ugNKLh5ope
Fabiano,br BRA,DF,29.0,31,22,2257.0,25.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,operario,2020,o5ugNKLh5ope
Thomaz,br BRA,"MF,FW",33.0,27,22,1759.0,19.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,operario,2020,o5ugNKLh5ope
Thiago Braga de Souza,br BRA,GK,35.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Tomas Bastos,br BRA,MF,27.0,25,20,1817.0,20.2,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.05,0.2,0.25,0.05,0.25,Matches,operario,2020,o5ugNKLh5ope
Reniê,br BRA,DF,30.0,25,19,1829.0,20.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,operario,2020,o5ugNKLh5ope
Douglas Coutinho,br BRA,"MF,FW",25.0,25,18,1701.0,18.9,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,0.21,0.11,0.32,0.21,0.32,Matches,operario,2020,o5ugNKLh5ope
Ricardo Bueno,br BRA,"FW,MF",32.0,18,18,1526.0,17.0,9.0,3.0,12.0,9.0,0.0,0.0,2.0,0.0,0.53,0.18,0.71,0.53,0.71,Matches,operario,2020,o5ugNKLh5ope
Leandro Vilela,br BRA,MF,24.0,18,14,1136.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Mazinho,br BRA,MF,30.0,18,12,1101.0,12.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,operario,2020,o5ugNKLh5ope
Pedro Ken,br BRA,"MF,FW",32.0,20,12,934.0,10.4,2.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,0.19,0.1,0.29,0.1,0.19,Matches,operario,2020,o5ugNKLh5ope
Jorge Roa Jiménez,py PAR,MF,26.0,22,11,1025.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Rafael Oller,br BRA,MF,24.0,11,11,905.0,10.1,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches,operario,2020,o5ugNKLh5ope
Julinho,br BRA,"DF,MF",33.0,16,11,785.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.11,0.11,0.23,0.11,0.23,Matches,operario,2020,o5ugNKLh5ope
Jean Carlo,br BRA,"MF,FW",26.0,22,10,899.0,10.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.2,0.1,0.3,0.2,0.3,Matches,operario,2020,o5ugNKLh5ope
Alex Silva,br BRA,DF,25.0,12,10,854.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,operario,2020,o5ugNKLh5ope
Jefinho,br BRA,FW,25.0,12,10,829.0,9.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,operario,2020,o5ugNKLh5ope
Martín Rodríguez,uy URU,GK,30.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Rodrigo Viana,br BRA,GK,30.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Maranhão,br BRA,MF,29.0,22,7,711.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Rafael Chorão,br BRA,MF,31.0,18,6,716.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.38,0.38,0.0,0.38,Matches,operario,2020,o5ugNKLh5ope
Juan Sosa,uy URU,DF,34.0,11,6,689.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Schumacher,br BRA,FW,33.0,27,6,652.0,7.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.28,0.14,0.41,0.28,0.41,Matches,operario,2020,o5ugNKLh5ope
Roger,br BRA,FW,35.0,8,6,543.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,operario,2020,o5ugNKLh5ope
Diego Cardoso,br BRA,MF,25.0,14,6,484.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Lucas Batatinha,br BRA,MF,29.0,21,5,805.0,8.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.11,0.34,0.45,0.11,0.45,Matches,operario,2020,o5ugNKLh5ope
Clayton,br BRA,MF,28.0,7,4,292.0,3.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.62,0.0,0.62,0.62,0.62,Matches,operario,2020,o5ugNKLh5ope
Peixoto,br BRA,DF,36.0,5,3,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Fabio Alemao,br BRA,DF,23.0,6,2,215.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.42,0.0,0.42,0.42,0.42,Matches,operario,2020,o5ugNKLh5ope
Jardel,br BRA,MF,33.0,3,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Cleyton,br BRA,MF,29.0,2,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Héctor Bustamante,py PAR,MF,24.0,4,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Douglas Araújo,br BRA,MF,19.0,2,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Matheus Diogo Alemão,br BRA,FW,17.0,3,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,operario,2020,o5ugNKLh5ope
Cristhian Aguada,py PAR,DF,26.0,0,0,,,,,,,,,,,,,,,,Matches,operario,2020,o5ugNKLh5ope
Henrique,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,operario,2020,o5ugNKLh5ope
André Luiz,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches,operario,2020,o5ugNKLh5ope
Fábio Silva,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,Matches,operario,2020,o5ugNKLh5ope
Zemarcio,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,operario,2020,o5ugNKLh5ope
Pedro Castro,br BRA,MF,26.0,36,32,2889.0,32.1,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.09,0.06,0.16,0.09,0.16,Matches,avai,2020,vSGmxgB-rava
Ralf,br BRA,MF,35.0,33,31,2549.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Valdívia,br BRA,"MF,FW",25.0,33,25,2194.0,24.4,6.0,3.0,9.0,4.0,2.0,2.0,4.0,0.0,0.25,0.12,0.37,0.16,0.29,Matches,avai,2020,vSGmxgB-rava
Lucas Frigeri,br BRA,GK,30.0,25,24,2136.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Betão,br BRA,DF,36.0,26,22,2054.0,22.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,avai,2020,vSGmxgB-rava
Jean Martim,br BRA,MF,20.0,21,20,1649.0,18.3,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,avai,2020,vSGmxgB-rava
Rômulo,br BRA,"FW,MF",24.0,24,20,1601.0,17.8,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,0.22,0.28,0.51,0.22,0.51,Matches,avai,2020,vSGmxgB-rava
Alan Costa,br BRA,DF,29.0,20,18,1598.0,17.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,avai,2020,vSGmxgB-rava
Rafael Pereira,br BRA,DF,35.0,21,18,1442.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,avai,2020,vSGmxgB-rava
Getúlio,br BRA,"FW,MF",22.0,25,16,1451.0,16.1,5.0,1.0,6.0,5.0,0.0,0.0,6.0,0.0,0.31,0.06,0.37,0.31,0.37,Matches,avai,2020,vSGmxgB-rava
João Lucas Cardoso,br BRA,"DF,MF",28.0,17,16,1412.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.06,0.06,0.13,0.06,0.13,Matches,avai,2020,vSGmxgB-rava
Gastón Rodríguez Maeso,uy URU,FW,27.0,22,15,1203.0,13.4,5.0,0.0,5.0,5.0,0.0,1.0,4.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,avai,2020,vSGmxgB-rava
Glédson,br BRA,GK,36.0,15,14,1284.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Iury,br BRA,DF,27.0,20,14,1163.0,12.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.08,0.08,0.15,0.08,0.15,Matches,avai,2020,vSGmxgB-rava
Alemão,br BRA,DF,29.0,15,13,1168.0,13.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,0.0,0.15,0.08,0.23,0.08,0.15,Matches,avai,2020,vSGmxgB-rava
Edílson Mendes,br BRA,DF,33.0,13,13,1147.0,12.7,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,0.08,0.08,0.16,0.0,0.08,Matches,avai,2020,vSGmxgB-rava
Cappa,br BRA,DF,27.0,11,11,962.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Airton,br BRA,DF,29.0,13,9,811.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,avai,2020,vSGmxgB-rava
Rildo,br BRA,"MF,FW",30.0,11,8,628.0,7.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,avai,2020,vSGmxgB-rava
Ronaldo,br BRA,FW,28.0,17,7,750.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Arnaldo,br BRA,DF,27.0,9,7,582.0,6.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31,0.31,0.0,0.31,Matches,avai,2020,vSGmxgB-rava
Leandrinho,br BRA,MF,26.0,13,6,595.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,avai,2020,vSGmxgB-rava
Felipe Santos,br BRA,"DF,MF",20.0,10,6,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Daniel Amorim,br BRA,FW,30.0,6,6,480.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,avai,2020,vSGmxgB-rava
Renato,br BRA,"MF,FW",30.0,8,6,477.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,avai,2020,vSGmxgB-rava
Renatinho,br BRA,"MF,FW",28.0,10,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Victor Sallinas,br BRA,DF,27.0,6,5,419.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Kelvin,br BRA,MF,26.0,5,5,340.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Jonathan Júnior,br BRA,"FW,MF",20.0,16,4,536.0,6.0,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,0.67,0.17,0.84,0.67,0.84,Matches,avai,2020,vSGmxgB-rava
Vinícius Leite,br BRA,"MF,FW",26.0,12,4,502.0,5.6,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.18,0.54,0.72,0.18,0.72,Matches,avai,2020,vSGmxgB-rava
Bruno Silva,br BRA,MF,33.0,11,4,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,avai,2020,vSGmxgB-rava
Ramon Pereira,br BRA,DF,20.0,8,3,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Rodrigão,br BRA,FW,26.0,6,3,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Vinícius Jaú,br BRA,"MF,FW",21.0,16,2,363.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,avai,2020,vSGmxgB-rava
Luan Silva,br BRA,"MF,DF",19.0,13,2,362.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Leonan,br BRA,DF,24.0,3,1,139.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.65,0.0,0.65,0.65,0.65,Matches,avai,2020,vSGmxgB-rava
Zé Marcos,br BRA,DF,21.0,5,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Adryan,br BRA,MF,25.0,5,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Foguinho,br BRA,MF,27.0,1,1,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Lourenço,br BRA,"FW,MF",22.0,5,0,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Emerson Tucão,br BRA,FW,17.0,8,0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Eduardo Kunde,br BRA,DF,22.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Wesley,br BRA,MF,32.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2020,vSGmxgB-rava
Jô,br BRA,MF,20.0,2,0,12.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,0.0,7.5,Matches,avai,2020,vSGmxgB-rava
André Junio,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,avai,2020,vSGmxgB-rava
Léo da Silva,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches,avai,2020,vSGmxgB-rava
Diego Fabián Torres,ar ARG,MF,29.0,36,34,2875.0,31.9,5.0,5.0,10.0,5.0,0.0,0.0,7.0,0.0,0.16,0.16,0.31,0.16,0.31,Matches,crb,2020,ODF77uHX6crb
Reginaldo,br BRA,DF,26.0,33,32,2801.0,31.1,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches,crb,2020,ODF77uHX6crb
Gum,br BRA,DF,34.0,32,32,2761.0,30.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,crb,2020,ODF77uHX6crb
Claudinei,br BRA,MF,31.0,29,29,2455.0,27.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.04,0.04,0.07,0.04,0.07,Matches,crb,2020,ODF77uHX6crb
Igor Cariús,br BRA,DF,26.0,25,24,1977.0,22.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.05,0.05,0.09,0.05,0.09,Matches,crb,2020,ODF77uHX6crb
Luidy,br BRA,MF,23.0,31,21,1662.0,18.5,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,0.11,0.22,0.32,0.11,0.32,Matches,crb,2020,ODF77uHX6crb
Victor Souza,br BRA,GK,27.0,18,18,1531.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Alexandre Rodrigues Soares,br BRA,DF,29.0,19,17,1467.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Edson Mardden,br BRA,GK,28.0,17,16,1526.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Pablo Dyego,br BRA,"MF,FW",25.0,17,16,1044.0,11.6,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,crb,2020,ODF77uHX6crb
Reginaldo,br BRA,DF,27.0,16,14,1281.0,14.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,crb,2020,ODF77uHX6crb
Wesley,br BRA,MF,32.0,14,12,1020.0,11.3,4.0,3.0,7.0,3.0,1.0,1.0,4.0,0.0,0.35,0.26,0.62,0.26,0.53,Matches,crb,2020,ODF77uHX6crb
Jatoba,br BRA,MF,24.0,22,11,1052.0,11.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.17,0.0,0.17,0.17,0.17,Matches,crb,2020,ODF77uHX6crb
Léo Gamalho,br BRA,FW,34.0,11,11,960.0,10.7,8.0,0.0,8.0,7.0,1.0,1.0,2.0,0.0,0.75,0.0,0.75,0.66,0.66,Matches,crb,2020,ODF77uHX6crb
Ewerton Páscoa,br BRA,DF,30.0,14,11,919.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Moacir,br BRA,"MF,DF",33.0,13,10,889.0,9.9,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,crb,2020,ODF77uHX6crb
Robinho,br BRA,MF,21.0,13,9,736.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,crb,2020,ODF77uHX6crb
Lucão,br BRA,FW,28.0,11,9,720.0,8.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.37,0.12,0.5,0.37,0.5,Matches,crb,2020,ODF77uHX6crb
Magno Cruz,br BRA,"MF,FW",31.0,13,9,648.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Bill,br BRA,MF,20.0,25,8,952.0,10.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,0.38,0.09,0.47,0.38,0.47,Matches,crb,2020,ODF77uHX6crb
Hugo,br BRA,DF,22.0,15,8,869.0,9.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.1,0.1,0.0,0.1,Matches,crb,2020,ODF77uHX6crb
Hyuri,br BRA,"MF,FW",28.0,11,8,627.0,7.0,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,0.57,0.29,0.86,0.57,0.86,Matches,crb,2020,ODF77uHX6crb
Thiaguinho,br BRA,"MF,DF",22.0,13,7,651.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Washington,br BRA,MF,31.0,8,7,631.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Safira,br BRA,FW,24.0,12,6,604.0,6.7,1.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,0.15,0.3,0.45,0.0,0.3,Matches,crb,2020,ODF77uHX6crb
Luiz Paulo,br BRA,"DF,FW",26.0,10,5,438.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.21,0.21,0.41,0.21,0.41,Matches,crb,2020,ODF77uHX6crb
Iago Dias,br BRA,MF,26.0,17,4,727.0,8.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,crb,2020,ODF77uHX6crb
Lucas Mendes,br BRA,DF,27.0,19,4,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Daniel Amorim,br BRA,FW,30.0,10,4,411.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,crb,2020,ODF77uHX6crb
Thalisson Kelven,br BRA,DF,21.0,6,4,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Régis,br BRA,MF,22.0,9,4,305.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Erik Nascimento,br BRA,"MF,FW",24.0,5,3,275.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,crb,2020,ODF77uHX6crb
Douglas Borges,br BRA,GK,29.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
Felipe Menezes,br BRA,MF,32.0,8,1,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crb,2020,ODF77uHX6crb
